"prod_id","prod_cd","prod_desc","prod_level8_desc","prod_level7_desc","prod_level6_desc","prod_level5_desc","prod_level4_desc","prod_level3_desc","prod_level2_desc","prod_level1_desc","prod_level0_desc"
"6074","FRC2","CAGA FIXED RTE BONDS OWN-TIER 2(INV/TRD)","","Fixed","Bonds","Cagamas","Securities","Investments","Assets","On Balance Sheet","All Product"
"5706","B30","SHELL DEALERS FINANCING","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6175","H29_MORT","PENSIONER FINANCING-I","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5256","036","MAYBANKARD 2 VISA PLATINUM","","Platinum","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"7050","W25","MAXIPLAN-I II MOR","","","Housing","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6667","NDF","NON DELIVERABLE FORWARD","","","","","","Forward","Forex","Off Balance Sheet","All Product"
"6848","R38","EMES-SME MICRO","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6034","FCA","FOREIGN CURRENCY ACCOUNT","","","","","Current Account","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6846","R36","FSMI2 PBF OTH","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5422","19_OD","FACTORY PLUS","","","Shophouse","Mortgage","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5340","118_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6053","FFF1","FUND FOR FOOD SCHEME DEPOSIT","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6924","S51","EMES-SPG BUMI-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6724","P003_MGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6583","MBB_DBSSP0223","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6541","M3","AMANAH SAHAM SABAH SCH I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7094","Z006_NMGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6886","S17","GTFS-P-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5544","62_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5908","E012_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6850","R4","TBG PEMULIHAN PRJ T/KALAI (TPPT)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6579","MBB_CRAFRNID6S","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5746","B9","FACTORING","","","","","Factoring","Loans And Advances","Assets","On Balance Sheet","All Product"
"5639","ABI_OWN_140","ISLAMIC ACCEPTANCE BILL PRIMARY","","","","Owned BA Discounted","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"5965","E43","ASW 2020","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390197","MBB_MBBT22026","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6503","L9","STAFF SALARY FINANCING-I","","","Salary","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6804","Q50","BBPG","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6478","K99","OD AMEX","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5847","CUBN","CAGAMAS NOTES OWN(INV/TRD)","","","Notes / Bills","Cagamas","Securities","Investments","Assets","On Balance Sheet","All Product"
"6114","G26","STAFF SALARY FINANCING","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5666","AMB_AMBVTFBUSD","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5542","61_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6072","FRBD","FIXED RATE BONDS(INV/TRD)","","Fixed","Bonds","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"6375","IP41_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6888","S19","GTFS-P-I (BBA)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5725","B5","BRIDGING FINANCE","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5826","CAGB","CAGAMAS BONDS","","","Bonds","Cagamas","Securities","Investments","Assets","On Balance Sheet","All Product"
"5298","102","AMEX GREEN CHARTER","","Green","Amex","Charge Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6032","FBEP-AP","FOREIGN BILL OF EXCH(AUTH TO PURCHASED)","","","","Bills Negotiation","Trade","Loans And Advances","Assets","On Balance Sheet","All Product"
"6987","T35","EMES-MMF-i (A)","","","","Microfinance","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5275","05_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6312","IFCA_220","ISLAMIC FCA MUDHARABAH","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6135","H001_MGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5216","004","MASTERCARD CLASSIC","","Classics","Master","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"6268","HDBS_HWEDF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6884","S15","SME ASSISTANCE FACILITY-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6865","RPSIAFC_DP","RPSIAFN - MUDHARABAH INTERBANK BORROWING (FOREIGN)","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6867","RPSIA_DP","RESTRICTED PROFIT SHARING_DEPO","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6741","PROSPER","PROJEK USAHAWAN DALAM BIDANG PERUNCITAN (PROSPER)","","","","","","Government Aided Fund","Liabilities","On Balance Sheet","All Product"
"6522","M16","AMANAH SAHAM PHB SCH I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6581","MBB_CROWN2019","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6560","M6","AMANAH SAHAM JOHOR SCH III","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5984","E65","ASB SCHEME - YS (YAYASAN)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6806","Q53","CGC TOP-UP PROGRAMME","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5988","E69","ASN3","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6640","MPVR","FLEXI SAVER PLAN","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5887","DOBP-AP-WA","ISLAMIC DOMESTIC WITHOUT ADVANCE","","","","","","Bills Negotiation","Trade","Off Balance Sheet","All Product"
"5944","E23","ASP","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6764","Q13","TBNG USAHAWAN KECIL (HAWKERS)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6520","M14","ASB LOAN","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5767","BNM_DEPO","BNM DEPOSIT","","","","","Short Term Deposit","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6255","H99","SUPPLY/SERV-BLANKET CONT FIN-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5500","43_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6722","P001_MGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390155","QP10_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6297","IBG","INSTANT BANK GUARANTEE","","","","","","Instant Guarantee","Trade","Off Balance Sheet","All Product"
"6602","MBB_MASI","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6274","HDBS_HWGOF","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5584","79_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6461","ISP_NID","ISLAMIC STRUCTURED PROD NID","","","","Long Term - Floating","NID Issued","Treasury Deposits","Liabilities","On Balance Sheet","All Product"
"6703","OSKUOB_OSKAGRI","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6514","LT_NID_220_CD","LONG TERM NID","","","","Long Term - Fixed","NID Issued","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5601","88_OD","SHELL D/L-FGS-FSMI2","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6970","T2","ISLAMIC FLMH","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5233","015","MFB MASTERCARD CLASSIC","","Classics","Master","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"5523","54_OD","DIRECT BANK GUARANTEE","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"390193","W55","FLOOD RELIEF LOAN GUARANTEE SCHEME-I (FRLGS-I)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6644","MTN","CORPORATE BONDS","","","Notes / Bills","Private Debt Securities","Securities","Investments","Assets","On Balance Sheet","All Product"
"5296","101_OD","GTFS-U","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6562","M9","DANA JOHOR SCH III","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5883","DCD","DUAL CURRENCY INVESTMENT","","","","","Dual Currency Investment","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6377","IP43_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5778","C12","PERSONAL EDUCATION","","","Other Mortgage Loan","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5658","AMB_AMBLTFTOD","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5420","18_OD","SYNDICATED LOANS ACCOUNTS","","","","Syndicate","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7010","TRU","SAFE - TRUST","","","","","Savings","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"6619","MII_291","MUDHARABAH INTERBK INVESTMENT","","","","","","Interbank Placement","Assets","On Balance Sheet","All Product"
"5336","117_OD","(G) SMF Clean Loan","","","","Business","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6152","H12_SHPHSE","PERSONAL FINANCING-I","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6682","NIDC_220_CD","NEGOTIABLE INSTRUMENT DEBT CERT","","","","","NID Issued","Customer Deposits","Liabilities","On Balance Sheet","All Product"
"5931","E10","ASB LOAN SCHEME B","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5235","017","VISA CORPORATE","","Others","Visa","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"390256","D23","TABUNG USAHAWAN KECIL (INTEGRATED)","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5498","42_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"7090","Z002_NMGN","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6112","G24","ASB LOAN SCHEME C PLUS (STAFF)","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5683","B002_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6358","IP18_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"6785","Q33","SME ASSISTANCE GUARANTEE","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5620","94_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6743","PRUDENTIAL_EITIF3","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"5292","09_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5258","039","MAS AMEX GOLD BUSINESS","","","Amex","Credit Cards","Cards","Loans And Advances","Assets","On Balance Sheet","All Product"
"7071","W49","BB TERAJU OPT 3 FINANCING-I","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6573","MBB_CRAFRNID3","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6251","H95","MAXIPLAN-R-I","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6558","M49","CROSS BORDER FIN","","","","Others","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5744","B85","BRIDGING ORD","","","","Business","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"390147","H18_SHPHSE","STANDARD PRODUCTS","","","Shophouse","Mortgage","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6989","T37","SPECIAL RELIEF FACILITY-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6621","MIM_AHB","UNIT TRUST FUND","","","","","UnitTrust","Loans And Advances","Assets","On Balance Sheet","All Product"
"6356","IP14_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"5248","02_OD","SLS","","","CGC","Government Aided Schemes","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5622","95_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"5702","B27","FACILITY TO ETIQA LIFE AGENT","","","Other Personal Loan","Personal","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"5294","100_SMF","SHARE MARGIN FINANCING","","","","SMF","OD","Loans And Advances","Assets","On Balance Sheet","All Product"
"6825","R17","RFSB","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"7065","W43","SME GST AID/-I","","","CGC","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6028","ES03_ESOS","SHARE MARGIN FINANCING","","","","","","","SMF","Off Balance Sheet","All Product"
"390254","D15","TBG PEMULIHAN USAHAWAN (TPU)","","","BNM","Government Aided Schemes","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
"6501","L80","STAFF AHB FINANCING-I","","","","Unit Trust","Term Loans","Loans And Advances","Assets","On Balance Sheet","All Product"
